207+0i,1.26569+0i,2.48139+0i,-4.555325156-6.2813410182i
599+0i,3.92088+0i,0.23127+0i,15.3198141615-1.8135638352i
600+0i,3.91863+0i,0.23025+0i,15.3026460144-1.804529115i
601+0i,3.91639+0i,0.22922+0i,15.2855688237-1.7954298316i
602+0i,3.91414+0i,0.2282+0i,15.2684166996-1.786413496i
603+0i,3.9119+0i,0.22717+0i,15.2513554011-1.777332646i
604+0i,3.90966+0i,0.22615+0i,15.2342974931-1.768339218i
605+0i,3.90745+0i,0.22514+0i,15.2174774829-1.759446586i
606+0i,3.90548+0i,0.22419+0i,15.2025128743-1.7511391224i
607+0i,3.90352+0i,0.22325+0i,15.1876278279-1.74292168i
608+0i,3.90156+0i,0.22231+0i,15.1727486975-1.7347116072i
609+0i,3.89959+0i,0.22137+0i,15.1577974912-1.7265044766i
610+0i,3.89763+0i,0.22042+0i,15.1429346405-1.7182312092i
611+0i,3.89567+0i,0.21948+0i,15.1280732785-1.7100433032i
612+0i,3.89371+0i,0.21854+0i,15.1132178325-1.7018627668i
613+0i,3.89174+0i,0.2176+0i,15.0982904676-1.693685248i
614+0i,3.88978+0i,0.21665+0i,15.0834512259-1.685441674i
615+0i,3.88782+0i,0.21571+0i,15.0686135483-1.6772833044i
616+0i,3.88585+0i,0.21477+0i,15.0537040696-1.669128009i
617+0i,3.88389+0i,0.21383+0i,15.0388782632-1.6609843974i
618+0i,3.88193+0i,0.21288+0i,15.0240626305-1.6527705168i
619+0i,3.87996+0i,0.21194+0i,15.009171038-1.6446374448i
620+0i,3.878+0i,0.211+0i,14.994363-1.636516i
621+0i,3.87628+0i,0.20999+0i,14.9814508383-1.6279600744i
622+0i,3.87456+0i,0.20898+0i,14.9685425532-1.6194110976i
623+0i,3.87285+0i,0.20797+0i,14.9557156016-1.610873229i
624+0i,3.87113+0i,0.20696+0i,14.9428150353-1.6023381296i
625+0i,3.86941+0i,0.20595+0i,14.9299183456-1.593809979i
626+0i,3.86769+0i,0.20494+0i,14.9170255325-1.5852887772i
627+0i,3.86597+0i,0.20393+0i,14.904136596-1.5767745242i
628+0i,3.86426+0i,0.20292+0i,14.8913288212-1.5682712784i
629+0i,3.86254+0i,0.20191+0i,14.8784476035-1.5597709028i
630+0i,3.86082+0i,0.2009+0i,14.8655702624-1.551277476i
631+0i,3.8591+0i,0.19989+0i,14.8526967979-1.542790998i
632+0i,3.85738+0i,0.19888+0i,14.83982721-1.5343114688i
633+0i,3.85567+0i,0.19787+0i,14.827038612-1.5258428458i
634+0i,3.85395+0i,0.19686+0i,14.8141767429-1.517377194i
635+0i,3.85223+0i,0.19584+0i,14.8013226673-1.5088414464i
636+0i,3.85054+0i,0.19484+0i,14.788695666-1.5004784272i
637+0i,3.84906+0i,0.19389+0i,14.7776695515-1.4925884868i
638+0i,3.84759+0i,0.19294+0i,14.7667229645-1.4847080292i
639+0i,3.84611+0i,0.19198+0i,14.7557058117-1.4767523956i
640+0i,3.84464+0i,0.19103+0i,14.7447642687-1.4688831584i
641+0i,3.84316+0i,0.19008+0i,14.7337483792-1.4610157056i
642+0i,3.84168+0i,0.18913+0i,14.7227350655-1.4531538768i
643+0i,3.84021+0i,0.18817+0i,14.7118048952-1.4452246314i
644+0i,3.83873+0i,0.18722+0i,14.7007966845-1.4373740612i
645+0i,3.83726+0i,0.18627+0i,14.6898677947-1.4295328404i
646+0i,3.83578+0i,0.18532+0i,14.678864706-1.4216934992i
647+0i,3.83431+0i,0.18436+0i,14.6679445665-1.4137867832i
648+0i,3.83283+0i,0.18341+0i,14.6569465808-1.4059587006i
649+0i,3.83136+0i,0.18246+0i,14.646027798-1.3981398912i
650+0i,3.82988+0i,0.18151+0i,14.6350349343-1.3903230376i
651+0i,3.82841+0i,0.18055+0i,14.6241248256-1.382438851i
652+0i,3.82693+0i,0.1796+0i,14.6131370649-1.374633256i
653+0i,3.82556+0i,0.17872+0i,14.6029684752-1.3674081664i
654+0i,3.82437+0i,0.17795+0i,14.5941396944-1.361093283i
655+0i,3.82317+0i,0.17718+0i,14.5852360965-1.3547785212i
656+0i,3.82198+0i,0.17641+0i,14.5764106323-1.3484709836i
657+0i,3.82078+0i,0.17564+0i,14.5675103988-1.3421635984i
658+0i,3.81959+0i,0.17487+0i,14.5586882512-1.3358634066i
659+0i,3.8184+0i,0.1741+0i,14.54986775-1.32956688i
660+0i,3.8172+0i,0.17333+0i,14.5409725511-1.323270552i
661+0i,3.81601+0i,0.17257+0i,14.5321519152-1.3170576914i
662+0i,3.81481+0i,0.1718+0i,14.5232600961-1.310768716i
663+0i,3.81362+0i,0.17103+0i,14.5144462435-1.3044868572i
664+0i,3.81243+0i,0.17026+0i,14.5056340373-1.2982086636i
665+0i,3.81123+0i,0.16949+0i,14.4967472528-1.2919307454i
666+0i,3.81004+0i,0.16872+0i,14.4879383632-1.2856598976i
667+0i,3.80884+0i,0.16795+0i,14.4790549431-1.279389356i
668+0i,3.80765+0i,0.16718+0i,14.4702493701-1.273125854i
669+0i,3.80645+0i,0.16641+0i,14.4613693144-1.266862689i
670+0i,3.80526+0i,0.16565+0i,14.4525637451-1.260682638i
671+0i,3.80416+0i,0.16487+0i,14.4444511887-1.2543837184i
672+0i,3.80309+0i,0.1641+0i,14.4365647381-1.248174138i
673+0i,3.80201+0i,0.16332+0i,14.4286066177-1.2418885464i
674+0i,3.80094+0i,0.16255+0i,14.4207223811-1.235685594i
675+0i,3.79987+0i,0.16177+0i,14.412842484-1.2294099398i
676+0i,3.7988+0i,0.16099+0i,14.4049636599-1.223137624i
677+0i,3.79773+0i,0.16022+0i,14.3970827045-1.2169446012i
678+0i,3.79666+0i,0.15944+0i,14.389206042-1.2106789408i
679+0i,3.79559+0i,0.15867+0i,14.3813272792-1.2044925306i
680+0i,3.79452+0i,0.15789+0i,14.3734527783-1.1982335256i
681+0i,3.79345+0i,0.15712+0i,14.3655762081-1.192053728i
682+0i,3.79238+0i,0.156849228+0i,14.3575443840758-1.18966375056528i
683+0i,3.79131+0i,0.156576877+0i,14.3495151976889-1.18726295907774i
684+0i,3.79024+0i,0.15630294+0i,14.3414886485474-1.1848513106112i
685+0i,3.78916+0i,0.156027407+0i,14.3333889538649-1.18242561901624i
686+0i,3.78809+0i,0.155750271+0i,14.3253677011834-1.17999208814478i
687+0i,3.78702+0i,0.155471523+0i,14.3173490859361-1.17754753406292i
688+0i,3.78595+0i,0.155191154+0i,14.3093331082201-1.1750918989726i
689+0i,3.78488+0i,0.154909155+0i,14.3013197680972-1.1726251251528i
690+0i,3.78379+0i,0.154625517+0i,14.2931577135925-1.17014096993886i
691+0i,3.7827+0i,0.154340231+0i,14.2849983830949-1.1676455836074i
692+0i,3.78161+0i,0.154053288+0i,14.2768417765564-1.16513890886736i
693+0i,3.78052+0i,0.153764678+0i,14.2686878941996-1.16262088094512i
694+0i,3.77943+0i,0.153474392+0i,14.2605367359002-1.16009144271312i
695+0i,3.77834+0i,0.153182421+0i,14.2523883014966-1.15755053712228i
696+0i,3.77725+0i,0.152888754+0i,14.2442425914003-1.154998092093i
697+0i,3.77617+0i,0.152593381+0i,14.236175128975-1.15243709506154i
698+0i,3.77508+0i,0.152296294+0i,14.2280348452339-1.14986138710704i
699+0i,3.77399+0i,0.15199748+0i,14.2198972861736-1.1472739390904i
700+0i,3.7729+0i,0.151696932+0i,14.2117624508218-1.1446747094856i
701+0i,3.77181+0i,0.151394636+0i,14.2036303402904-1.14206360402232i
702+0i,3.77072+0i,0.151090584+0i,14.1955009538265-1.13944057380096i
703+0i,3.76963+0i,0.150784765+0i,14.1873742915439-1.1368055473739i
704+0i,3.76854+0i,0.150477167+0i,14.1792503538117-1.13415844585236i
705+0i,3.76745+0i,0.15016778+0i,14.1711291403499-1.131499205522i
706+0i,3.76636+0i,0.149856592+0i,14.1630106514341-1.12882774769024i
707+0i,3.76527+0i,0.149543592+0i,14.1548948869917-1.12614400129968i
708+0i,3.76418+0i,0.149228768+0i,14.1467818472012-1.12344788786048i
709+0i,3.76312+0i,0.14891211+0i,14.1388973178953-1.1207482787664i
710+0i,3.76208+0i,0.148593604+0i,14.1311658672503-1.11804205147264i
711+0i,3.76105+0i,0.148273239+0i,14.1235121490964-1.1153261310819i
712+0i,3.76001+0i,0.147951003+0i,14.1157857008113-1.11259450158006i
713+0i,3.75898+0i,0.147626884+0i,14.1081369435205-1.10985300883664i
714+0i,3.75795+0i,0.147300868+0i,14.1004906567864-1.1070985938012i
715+0i,3.75691+0i,0.146972943+0i,14.0927717021259-1.10432823857226i
716+0i,3.75588+0i,0.146643096+0i,14.0851303767955-1.10154774280896i
717+0i,3.75484+0i,0.146311315+0i,14.077416424703-1.0987511560292i
718+0i,3.75381+0i,0.145977585+0i,14.0697800607776-1.0959442366977i
719+0i,3.75277+0i,0.145641893+0i,14.0620711119034-1.09312105358722i
720+0i,3.75174+0i,0.145304225+0i,14.0544397097971-1.090287346203i
721+0i,3.7507+0i,0.144964568+0i,14.0467357640246-1.0874372103952i
722+0i,3.74967+0i,0.144622906+0i,14.0391093239601-1.08457634388204i
723+0i,3.74863+0i,0.144279227+0i,14.0314103815563-1.08169887741802i
724+0i,3.7476+0i,0.143933515+0i,14.0237889032597-1.078810481628i
725+0i,3.74656+0i,0.143585755+0i,14.0160949645611-1.0759052925056i
726+0i,3.74553+0i,0.143235933+0i,14.0084784483976-1.07298896825898i
727+0i,3.7445+0i,0.142884032+0i,14.0008644033994-1.070058515648i
728+0i,3.74346+0i,0.142530037+0i,13.9931779601528-1.06711098461604i
729+0i,3.74243+0i,0.142173934+0i,13.985568877391-1.06415199163924i
730+0i,3.74143+0i,0.141815704+0i,13.978186750999-1.06118705883344i
731+0i,3.74045+0i,0.141455333+0i,13.9709565912659-1.0582132006397i
732+0i,3.73948+0i,0.141092803+0i,13.9638034913416-1.05522742992488i
733+0i,3.7385+0i,0.140728097+0i,13.9565778527148-1.052223981269i
734+0i,3.73752+0i,0.140361199+0i,13.9493544842153-1.04920557697296i
735+0i,3.73655+0i,0.139992091+0i,13.9422081169574-1.0461748952521i
736+0i,3.73557+0i,0.139620755+0i,13.9349892696732-1.0431262075107i
737+0i,3.7346+0i,0.139247173+0i,13.9278473848115-1.0400649845716i
738+0i,3.73362+0i,0.138871327+0i,13.9206330589373-1.03698552782748i
739+0i,3.73265+0i,0.138493198+0i,13.9134956566077-1.0338932710294i
740+0i,3.73167+0i,0.138112767+0i,13.9062858524916-1.03078253846178i
741+0i,3.7307+0i,0.137730015+0i,13.8991529329681-1.027658733921i
742+0i,3.72972+0i,0.137344922+0i,13.8919476508008-1.02451620496368i
743+0i,3.72874+0i,0.136957468+0i,13.884744639559-1.02135757846064i
744+0i,3.72777+0i,0.136567632+0i,13.8776184547899-1.01818544308128i
745+0i,3.72679+0i,0.136175395+0i,13.8704199658966-1.0149942006641i
746+0i,3.72582+0i,0.135780734+0i,13.8632982646744-1.01178914870376i
747+0i,3.72484+0i,0.135383629+0i,13.8561042985988-1.00856471328872i
748+0i,3.72387+0i,0.134984056+0i,13.8489870815258-1.00532615323344i
749+0i,3.72289+0i,0.134581995+0i,13.8417976387218-1.0020679267311i
750+0i,3.72192+0i,0.134177423+0i,13.8346849055571-0.99879526842432i
751+0i,3.72094+0i,0.133770315+0i,13.8274999864248-0.9955026317922i
752+0i,3.72002+0i,0.133360649+0i,13.8207637376983-0.99220856298596i
753+0i,3.71915+0i,0.132948401+0i,13.8144014451715-0.9889100911583i
754+0i,3.71828+0i,0.132533546+0i,13.8080410175847-0.98559366684176i
755+0i,3.71741+0i,0.132116059+0i,13.8016824550543-0.98225911777438i
756+0i,3.71654+0i,0.131695915+0i,13.7953257575723-0.9789062718682i
757+0i,3.71566+0i,0.131273088+0i,13.7888966119669-0.97553232431616i
758+0i,3.71479+0i,0.130847551+0i,13.7825436624973-0.97214234795858i
759+0i,3.71392+0i,0.130419278+0i,13.776192578326-0.96873352989952i
760+0i,3.71305+0i,0.12998824+0i,13.7698433599617-0.965305669064i
761+0i,3.71218+0i,0.129554411+0i,13.7634960069904-0.96185858685196i
762+0i,3.71131+0i,0.12911776+0i,13.7571505201526-0.9583920677312i
763+0i,3.71044+0i,0.12867826+0i,13.7508068990034-0.9549059260688i
764+0i,3.70957+0i,0.128235879+0i,13.7444651442371-0.95139993932406i
765+0i,3.7087+0i,0.127790588+0i,13.7381252556186-0.9478739074312i
766+0i,3.70783+0i,0.127342356+0i,13.7317872332684-0.94432761569496i
767+0i,3.70696+0i,0.12689115+0i,13.7254510776517-0.940760834808i
768+0i,3.70609+0i,0.126436939+0i,13.7191167885563-0.93717335051702i
769+0i,3.70522+0i,0.125979689+0i,13.7127843663595-0.93356492655316i
770+0i,3.70435+0i,0.125519367+0i,13.7064538110079-0.9299353342929i
771+0i,3.70348+0i,0.125055937+0i,13.7001251230211-0.92628432312152i
772+0i,3.70261+0i,0.124589364+0i,13.6937983024781-0.92261165008008i
773+0i,3.70174+0i,0.124119613+0i,13.6874733492687-0.91891707245324i
774+0i,3.70087+0i,0.123646646+0i,13.681150263833-0.91520032556404i
775+0i,3.7+0i,0.123170425+0i,13.6748290464053-0.911461145i
776+0i,3.69934+0i,0.122690912+0i,13.6700633757126-0.90775079679616i
777+0i,3.69869+0i,0.122208067+0i,13.6653729044601-0.90401951066446i
778+0i,3.69804+0i,0.121721849+0i,13.660683633076-0.90026453295192i
779+0i,3.69738+0i,0.121232218+0i,13.6559216137188-0.89648315637768i
780+0i,3.69672+0i,0.12073913+0i,13.6511608208868-0.8926775133072i
781+0i,3.69607+0i,0.120242542+0i,13.6464751759934-0.88884970441988i
782+0i,3.69541+0i,0.119742409+0i,13.6417168235869-0.88499459128538i
783+0i,3.69476+0i,0.119238686+0i,13.637033593361-0.88111665497072i
784+0i,3.69411+0i,0.118731327+0i,13.6323515640888-0.87721316476794i
785+0i,3.69345+0i,0.118220282+0i,13.6275968674238-0.8732814011058i
786+0i,3.69279+0i,0.117705503+0i,13.6228433986635-0.86932340884674i
787+0i,3.69214+0i,0.117186939+0i,13.6181650009278-0.86534116991892i
788+0i,3.69148+0i,0.116664538+0i,13.6134139759732-0.86132961747248i
789+0i,3.69083+0i,0.116138248+0i,13.6087379962515-0.85729305973168i
790+0i,3.69018+0i,0.115608014+0i,13.604063219499-0.85322876220504i
791+0i,3.68952+0i,0.115073779+0i,13.5993158557867-0.84913401819216i
792+0i,3.68886+0i,0.114535487+0i,13.5945697218177-0.84501075314964i
793+0i,3.68821+0i,0.113993077+0i,13.5898985824961-0.84086081304434i
794+0i,3.68755+0i,0.11344649+0i,13.5851548964067-0.836679208399i
795+0i,3.6869+0i,0.112895663+0i,13.5804861792758-0.8324700398294i
796+0i,3.68625+0i,0.112340531+0i,13.5758186675946-0.8282305647975i
797+0i,3.68559+0i,0.111781029+0i,13.5710786496557-0.82395808534422i
798+0i,3.68493+0i,0.111217088+0i,13.5663398642368-0.81965436816768i
799+0i,3.68428+0i,0.110648639+0i,13.5616759970874-0.81532113538984i
800+0i,3.68362+0i,0.110075608+0i,13.5569396649234-0.81095342228192i
801+0i,3.68296+0i,0.109497923+0i,13.5522045664587-0.80655294098416i
802+0i,3.6823+0i,0.108915506+0i,13.5474707025528-0.8021191354876i
803+0i,3.68164+0i,0.108328278+0i,13.5427380737856-0.79765144283184i
804+0i,3.68098+0i,0.107736159+0i,13.5380066804439-0.79314929311164i
805+0i,3.68032+0i,0.107139063+0i,13.5332765235795-0.78861207268032i
806+0i,3.67966+0i,0.106536904+0i,13.5285476036861-0.78403916834528i
807+0i,3.679+0i,0.105929593+0i,13.5238199213269-0.779429945294i
808+0i,3.67834+0i,0.105317037+0i,13.5190934773175-0.77478373975716i
809+0i,3.67768+0i,0.10469914+0i,13.5143682724833-0.7700998663904i
810+0i,3.67702+0i,0.104075803+0i,13.5096443076299-0.76537761829412i
811+0i,3.67635+0i,0.103446925+0i,13.504848056208-0.7606142054475i
812+0i,3.67569+0i,0.102812398+0i,13.5001265869175-0.75581300640924i
813+0i,3.67503+0i,0.102172114+0i,13.4954063600208-0.75097116822684i
814+0i,3.67437+0i,0.101525958+0i,13.4906873767522-0.74608786859292i
815+0i,3.67371+0i,0.100873812+0i,13.4859696381526-0.74116226376504i
816+0i,3.67305+0i,0.100215555+0i,13.481253145036-0.7361934885855i
817+0i,3.67239+0i,0.099551059+0i,13.476537898752-0.73118062712202i
818+0i,3.67173+0i,0.098880193+0i,13.4718239003323-0.72612274208778i
819+0i,3.67107+0i,0.098202819+0i,13.4671111512405-0.72101884549266i
820+0i,3.67041+0i,0.097518794+0i,13.4623996529168-0.71586791337108i
821+0i,3.66975+0i,0.096827971+0i,13.457689406532-0.7106688931545i
822+0i,3.66908+0i,0.096130195+0i,13.4529070320093-0.7054187517412i
823+0i,3.66842+0i,0.095425305+0i,13.4481993075657-0.7001201947362i
824+0i,3.66776+0i,0.094713133+0i,13.4434928400373-0.69477008138416i
825+0i,3.6671+0i,0.093993504+0i,13.4387876312058-0.6893671570368i
826+0i,3.66644+0i,0.093266236+0i,13.4340836828224-0.68391011663968i
827+0i,3.66573+0i,0.092531136+0i,13.4290144217705-0.67838832233856i
828+0i,3.6649+0i,0.091788004+0i,13.4230669723217-0.6727877117192i
829+0i,3.66408+0i,0.091036632+0i,13.4171945780341-0.66713100515712i
830+0i,3.66326+0i,0.090276799+0i,13.4113239271623-0.66141477340948i
831+0i,3.66244+0i,0.089508275+0i,13.4054550223065-0.655637373382i
832+0i,3.66162+0i,0.088730818+0i,13.3995878663371-0.64979707561032i
833+0i,3.6608+0i,0.087944173+0i,13.3937224624353-0.6438920570368i
834+0i,3.65997+0i,0.087148073+0i,13.3877856142724-0.63791866547562i
835+0i,3.65915+0i,0.086342235+0i,13.3819237409552-0.6318783784005i
836+0i,3.65833+0i,0.085526362+0i,13.376063630303-0.62576731179092i
837+0i,3.65751+0i,0.084700138+0i,13.3702052867228-0.61958320347276i
838+0i,3.65669+0i,0.083863232+0i,13.3643487144185-0.61332368364416i
839+0i,3.65586+0i,0.08301529+0i,13.3584208012262-0.6069845561988i
840+0i,3.65504+0i,0.082155939+0i,13.352567803287-0.60056648656512i
841+0i,3.65422+0i,0.081284781+0i,13.3467165927778-0.59406494485164i
842+0i,3.6534+0i,0.080401392+0i,13.3408671761645-0.5874768910656i
843+0i,3.65258+0i,0.079505323+0i,13.3350195600147-0.58079910536668i
844+0i,3.65176+0i,0.078596092+0i,13.3291737519223-0.57402812984384i
845+0i,3.65093+0i,0.077673182+0i,13.323256741698-0.56715870071852i
846+0i,3.65011+0i,0.07673604+0i,13.3174145922651-0.5601899739288i
847+0i,3.64929+0i,0.075784073+0i,13.3115742783795-0.55311611951634i
848+0i,3.64847+0i,0.074816638+0i,13.3057358115784-0.54593251848772i
849+0i,3.64765+0i,0.073833045+0i,13.299899203966-0.5386342131885i
850+0i,3.64683+0i,0.072832543+0i,13.2940644695802-0.53121580557738i
851+0i,3.646+0i,0.071814316+0i,13.2881587040175-0.523669992272i
852+0i,3.64518+0i,0.070777478+0i,13.282327781008-0.51599329451208i
853+0i,3.64436+0i,0.069721055+0i,13.2764987840897-0.5081772479996i
854+0i,3.64354+0i,0.06864398+0i,13.2706717356098-0.5002141737784i
855+0i,3.64272+0i,0.067545077+0i,13.2648466609731-0.49209560577888i
856+0i,3.6418+0i,0.066423042+0i,13.2582952194915-0.4837988687112i
857+0i,3.64087+0i,0.065276422+0i,13.2516733456309-0.47532593313428i
858+0i,3.63993+0i,0.064103592+0i,13.2449811343927-0.46666517525712i
859+0i,3.63899+0i,0.06290272+0i,13.2382914679166-0.4578047381056i
860+0i,3.63806+0i,0.061671727+0i,13.2316771616888-0.44873088625924i
861+0i,3.63712+0i,0.060408235+0i,13.2249927395442-0.4394239993664i
862+0i,3.63619+0i,0.0591095+0i,13.2183837831098-0.42986674561i
863+0i,3.63525+0i,0.057772319+0i,13.2117049216574-0.4200336452895i
864+0i,3.63432+0i,0.056392909+0i,13.2051017022145-0.40989975407376i
865+0i,3.63338+0i,0.054966736+0i,13.1984288823335-0.39943007849536i
866+0i,3.63244+0i,0.053488265+0i,13.1917593591073-0.3885858266332i
867+0i,3.63151+0i,0.051950597+0i,13.1851660155713-0.37731822502294i
868+0i,3.63057+0i,0.05034488+0i,13.1785039179578-0.3655612219632i
869+0i,3.62964+0i,0.048659342+0i,13.1719187980361-0.35323178819376i
870+0i,3.6287+0i,0.046877513+0i,13.1652661887749-0.3402088628462i
871+0i,3.62777+0i,0.044974561+0i,13.1586924617629-0.32631472631794i
872+0i,3.62683+0i,0.042908113+0i,13.1520547427388-0.31124086294358i
873+0i,3.6259+0i,0.040584527+0i,13.1455037061682-0.2943108728986i
874+0i,3.62496+0i,0.037591892+0i,13.1389218512559-0.27253820964864i
875+0i,3.62402+0i,0.034826215+0i,13.1323080951488-0.2524217993686i
876+0i,3.62309+0i,0.032269817+0i,13.1257398070108-0.23383290254906i
877+0i,3.62215+0i,0.02990643+0i,13.1190762279447-0.216651150849i
878+0i,3.62122+0i,0.027721086+0i,13.112465829791-0.20076830208984i
879+0i,3.62028+0i,0.025700006+0i,13.1057667880916-0.18608243544336i
880+0i,3.61935+0i,0.023830506+0i,13.0991265294838-0.1725018837822i
881+0i,3.61841+0i,0.022100906+0i,13.092402478054-0.15994027855892i
882+0i,3.61748+0i,0.020500452+0i,13.0857412818678-0.14831995020192i
883+0i,3.61654+0i,0.019019235+0i,13.0789998403-0.1375676482938i
884+0i,3.6156+0i,0.017648129+0i,13.0722519035428-0.1276171504248i
885+0i,3.61467+0i,0.016378722+0i,13.0655709463656-0.11840735010348i
886+0i,3.61367+0i,0.015203265+0i,13.0583797296333-0.1098791652651i
887+0i,3.61251+0i,0.014114611+0i,13.0500292778563-0.10197834676722i
888+0i,3.61136+0i,0.013106175+0i,13.0417492777769-0.094662232296i
889+0i,3.6102+0i,0.012171881+0i,13.0333958853129-0.0878858495724i
890+0i,3.60905+0i,0.011306128+0i,13.0251140739696-0.0816087625168i
891+0i,3.60789+0i,0.010503749+0i,13.0167599233569-0.07579274195922i
892+0i,3.60673+0i,0.009759975+0i,13.008406035788-0.0704031892635i
893+0i,3.60558+0i,0.009070407+0i,13.0001248641169-0.06540815614212i
894+0i,3.60442+0i,0.008430984+0i,12.9917724549088-0.06077761469856i
895+0i,3.60326+0i,0.007837959+0i,12.9834211939987-0.05648440829268i
896+0i,3.60211+0i,0.007287871+0i,12.9751433390363-0.05250342601562i
897+0i,3.60095+0i,0.006777524+0i,12.9667949676684-0.0488110500956i
898+0i,3.5998+0i,0.006303967+0i,12.9585203000001-0.0453860408132i
899+0i,3.59864+0i,0.005864473+0i,12.9501754575564-0.04220825423344i
900+0i,3.59748+0i,0.005456524+0i,12.9418325767458-0.03925947191904i
901+0i,3.59633+0i,0.005077791+0i,12.9335636849386-0.03652282421406i
902+0i,3.59517+0i,0.004726124+0i,12.9252249926519-0.03398243844216i
903+0i,3.59402+0i,0.004399534+0i,12.9169604045006-0.03162402637336i
904+0i,3.59286+0i,0.004096182+0i,12.908626200893-0.02943401692104i
905+0i,3.5917+0i,0.003814367+0i,12.9002943406044-0.0274001239078i
906+0i,3.59055+0i,0.003552519+0i,12.8920366821088-0.0255109941909i
907+0i,3.58939+0i,0.003309181+0i,12.8837096214211-0.02375588237918i
908+0i,3.58824+0i,0.003083009+0i,12.8754567926555-0.02212515242832i
909+0i,3.58708+0i,0.002872757+0i,12.8671346736672-0.02060961835912i
910+0i,3.58592+0i,0.002677272+0i,12.8588150786146-0.01920096642048i
911+0i,3.58477+0i,0.002495489+0i,12.8505697254346-0.01789150820506i
912+0i,3.58361+0i,0.002326418+0i,12.8422552198793-0.01667394961796i
913+0i,3.58245+0i,0.002169146+0i,12.8339432973056-0.0155417141754i
914+0i,3.5813+0i,0.002022826+0i,12.825705598175-0.0144886935076i
915+0i,3.58014+0i,0.001886674+0i,12.8173988600612-0.01350911410872i
916+0i,3.57899+0i,0.001759962+0i,12.8091663226338-0.01259777279676i
917+0i,3.57783+0i,0.001642017+0i,12.8008648126802-0.01174971536622i
918+0i,3.57667+0i,0.001532216+0i,12.7925659412141-0.01096046200144i
919+0i,3.57557+0i,0.001429979+0i,12.7846987800601-0.01022598002606i
920+0i,3.57451+0i,0.001334771+0i,12.7771199584864-0.00954230457442i
921+0i,3.57346+0i,0.001246095+0i,12.7696148188473-0.0089057412774i
922+0i,3.5724+0i,0.001163489+0i,12.7620404062933-0.0083128962072i
923+0i,3.57135+0i,0.001086525+0i,12.7545396419634-0.0077607221175i
924+0i,3.57029+0i,0.001014808+0i,12.7469696542647-0.00724631770864i
925+0i,3.56924+0i,0.00094797+0i,12.7394732789529-0.0067670648856i
926+0i,3.56818+0i,0.000885668+0i,12.7319077279922-0.00632044568848i
927+0i,3.56713+0i,0.000827586+0i,12.7244157520014-0.00590421369636i
928+0i,3.56607+0i,0.00077343+0i,12.716854646706-0.0055162110402i
929+0i,3.56502+0i,0.000722926+0i,12.709367077778-0.00515449129704i
930+0i,3.56396+0i,0.000675822+0i,12.7018104248646-0.00481720515024i
931+0i,3.56291+0i,0.000631881+0i,12.6943272688264-0.00450267026742i
932+0i,3.56185+0i,0.000590885+0i,12.6867750733549-0.0042092874745i
933+0i,3.5608+0i,0.000552632+0i,12.6792963345979-0.0039356240512i
934+0i,3.55974+0i,0.000516931+0i,12.6717486003823-0.00368027991588i
935+0i,3.55869+0i,0.000483608+0i,12.6642742822233-0.00344202190704i
936+0i,3.55763+0i,0.000452499+0i,12.6567310121447-0.00321964803474i
937+0i,3.55657+0i,0.000423454+0i,12.6491899855867-0.00301208758556i
938+0i,3.55552+0i,0.000396331+0i,12.6417223133217-0.00281832559424i
939+0i,3.55446+0i,0.000370999+0i,12.6341857539597-0.00263740221108i
940+0i,3.55341+0i,0.000347337+0i,12.626722507457-0.00246846153834i
941+0i,3.55235+0i,0.000325231+0i,12.6191904167248-0.0023106686857i
942+0i,3.5513+0i,0.000304576+0i,12.6117315972335-0.0021632814976i
943+0i,3.55024+0i,0.000285273+0i,12.6042039762193-0.00202557523104i
944+0i,3.54919+0i,0.000267233+0i,12.5967495846865-0.00189692138254i
945+0i,3.54813+0i,0.000250368+0i,12.5892264342159-0.00177667642368i
946+0i,3.54708+0i,0.000235+0i,12.581776471175-0.0016671276i
947+0i,3.54602+0i,0.00022+0i,12.574257792-0.0015602488i
948+0i,3.54497+0i,0.000206+0i,12.566812258464-0.00146052764i
949+0i,3.54391+0i,0.000193+0i,12.559298050851-0.00136794926i
950+0i,3.54286+0i,0.000181+0i,12.551856946839-0.00128251532i
951+0i,3.5418+0i,0.00017+0i,12.5443472111-0.001204212i
952+0i,3.54075+0i,0.000159+0i,12.536910537219-0.0011259585i
953+0i,3.53969+0i,0.000149+0i,12.529405273899-0.00105482762i
954+0i,3.5387+0i,0.00014+0i,12.5223976704-0.000990836i
955+0i,3.53802+0i,0.000131+0i,12.517585503239-0.00092696124i
956+0i,3.53735+0i,0.000123+0i,12.512845007371-0.0008701881i
957+0i,3.53667+0i,0.000116+0i,12.508034675444-0.00082050744i
958+0i,3.536+0i,0.000109+0i,12.503295988119-0.000770848i
959+0i,3.53532+0i,0.000102+0i,12.498487491996-0.00072120528i
960+0i,3.53464+0i,9.58e-05+0i,12.4936799204224-0.000677237024i
961+0i,3.53397+0i,8.99e-05+0i,12.488943952818-0.000635407806i
962+0i,3.53329+0i,8.45e-05+0i,12.4841382169598-0.00059712601i
963+0i,3.53262+0i,7.93e-05+0i,12.4794040581115-0.000560273532i
964+0i,3.53194+0i,7.45e-05+0i,12.4746001580497-0.00052625906i
965+0i,3.53127+0i,7e-05+0i,12.469867808-0.0004943778i
966+0i,3.53059+0i,6.58e-05+0i,12.4650657437704-0.000464625644i
